critic,fresh,imdb,publication,quote,review_date,rtid,title
,rotten,65088.0,Time Out,"The acting is strident and overblown, the narrative technique gimmicky and obvious, and the implication that the competitors' situation is a microcosm of a wider-reaching American malaise rather pretentious.",2006-06-24,12745.0,"They Shoot Horses, Don't They?"
Vincent Canby,fresh,65088.0,New York Times,The movie is by far the best thing that Pollack has ever directed (with the possible exception of The Scalphunters).,2003-05-20,12745.0,"They Shoot Horses, Don't They?"
,none,16630.0,Variety,,2009-03-26,575691773.0,Battling Butler
Mordaunt Hall,none,16630.0,New York Times,,2006-03-25,575691773.0,Battling Butler
,none,16630.0,Time Out,,2006-01-26,575691773.0,Battling Butler
Dave Kehr,rotten,16630.0,Chicago Reader,There's no room for Buster to stretch out; none of the rhythms are remotely like his own.,2000-01-01,575691773.0,Battling Butler
Variety Staff,fresh,99180.0,Variety,The over-the-top acting that Gordon encouraged in Re-Animator is continued here with Combs particularly adept at the darkly comic throwaway line.,2009-03-26,15904.0,Bride of Re-Animator
Geoff Andrew,rotten,99180.0,Time Out,The excessive blood-spurting gruesomeness and cartoonish stop-motion effects trivialise the horror and undercut the would-be black humour in this travestied sequel to Stuart Gordon's hugely enjoyable film.,2006-06-24,15904.0,Bride of Re-Animator
Vincent Canby,rotten,99180.0,New York Times,Less a sequel to the critically praised 1985 horror film Re-Animator than a rehash based on the same H. P. Lovecraft stories.,2004-08-30,15904.0,Bride of Re-Animator
Richard Harrington,rotten,99180.0,Washington Post,"Brian Yusna has replaced Stuart Gordon in the director's chair, without bringing new life to the affair. Even the jokes in the Woody Keith/Rick Fry screenplay seem refried, suggesting that all too much of this Bride is old and borrowed...",2000-01-01,15904.0,Bride of Re-Animator
,none,82121.0,Variety,,2009-03-26,15816.0,Bustin' Loose
,none,82121.0,Time Out,,2006-02-09,15816.0,Bustin' Loose
Variety Staff,fresh,77355.0,Variety,Coma is an extremely entertaining suspense drama in the Hitchcock tradition.,2007-11-27,11333.0,Coma
Geoff Andrew,fresh,77355.0,Time Out,See it and worry.,2006-09-30,11333.0,Coma
Vincent Canby,rotten,77355.0,New York Times,"The aftereffect of Coma is a catlike yawn, benign and bored.",2005-05-09,11333.0,Coma
Dave Kehr,rotten,77355.0,Chicago Reader,"Michael Crichton's slow-paced thriller must have begun with something to say about the morality of the medical profession, but whatever it was is lost in the shuffle of unnecessary narrative detail.",2000-01-01,11333.0,Coma
Variety Staff,fresh,83767.0,Variety,"George Romero, collaborating with writer Stephen King, again proves his adeptness at combining thrills with tongue-in-cheek humor.",2009-03-26,13487.0,Creepshow
Dave Kehr,rotten,83767.0,Chicago Reader,"This five-part film, based on the format of 50s horror comics, marks one of the few times George Romero has directed someone else's script (it's by Stephen King), and the results are only mildly interesting by the standards of his Dead trilogy.",2007-04-18,13487.0,Creepshow
,rotten,83767.0,Time Out,"he old Amicus movies used EC originals to better effect and with more brevity, for all their cardboard sets.",2006-02-09,13487.0,Creepshow
Roger Ebert,fresh,83767.0,Chicago Sun-Times,"Romero and King have approached this movie with humor and affection, as well as with an appreciation of the macabre.",2004-10-23,13487.0,Creepshow
Vincent Canby,rotten,83767.0,New York Times,"Horror film purists may object to the levity even though failed, as a lot of it is.",2004-08-30,13487.0,Creepshow
Pat Graham,fresh,92796.0,Chicago Reader,"George Romero contributes the screenplay this time, basing it on some tastefully selected Stephen King morsels.",2010-07-12,14002.0,Creepshow 2
Variety Staff,rotten,92796.0,Variety,"Tied together with some humdrum animated sequences, three vignettes on offer obviously were produced on the absolute cheap, and are deficient in imagination and scare quotient.",2009-03-26,14002.0,Creepshow 2
,rotten,92796.0,Time Out,"Just as you can't judge a '50s comic book by its lurid cover, so you can't judge a cheapo, three-part film by its sources.",2006-06-24,14002.0,Creepshow 2
Janet Maslin,fresh,92796.0,New York Times,"The episodes are marginally interesting, but each is a little too long. And each could be fully explained in a one-sentence synopsis.",2003-05-20,14002.0,Creepshow 2
Richard Harrington,rotten,92796.0,Washington Post,Part of the problem is that King's short stories simply work better in print.,2000-01-01,14002.0,Creepshow 2
Paul Attanasio,fresh,89885.0,Washington Post,"Re-Animator is splatter heaven. Based on the sci-fi novel by H.P. Lovecraft, Re-Animator's gore is exceeded only by its wit.",2015-09-28,14998.0,Re-Animator
Kevin Thomas,fresh,89885.0,Los Angeles Times,"It's simply the best, funniest Grand Guignol horror picture to come along in ages.",2013-10-06,14998.0,Re-Animator
Gene Siskel,fresh,89885.0,Chicago Tribune,"Oh, those crazy doctors, when will they ever learn to stop messing around with the natural order of life and death?",2013-10-06,14998.0,Re-Animator
Dave Kehr,rotten,89885.0,Chicago Reader,It's this kind of flat-footed stuff that gives garbage a bad name.,2007-06-05,14998.0,Re-Animator
Variety Staff,fresh,89885.0,Variety,"Pic has a grisly sense of humor, and sometimes is so gross and over the top the film tips over into a bizarre comedy.",2007-06-05,14998.0,Re-Animator
Nicholas Royle,fresh,89885.0,Time Out,The injection of humour into HP Lovecraft's 1922 tale is what saves this splatterfest from being mere fodder for gorehounds.,2006-06-24,14998.0,Re-Animator
Janet Maslin,fresh,89885.0,New York Times,"All of this, ingenious as it may be and much as it will redound to Mr. Gordon's credit in hard-core horror circles, is absolutely to be avoided by anyone not in the mood for a major bloodbath.",2003-05-20,14998.0,Re-Animator
Roger Ebert,fresh,89885.0,Chicago Sun-Times,"We have been assaulted by a lurid imagination, amazed by unspeakable sights, blind-sided by the movie's curiously dry sense of humor. I guess that's our money's worth.",2000-01-01,14998.0,Re-Animator
Jonathan Rosenbaum,fresh,97240.0,Chicago Reader,"All the actors are used expertly, but it's Burroughs, cropping up near the end, who articulates the film's sociopolitical moral in a contemporary context.",2010-08-20,13483.0,Drugstore Cowboy
Variety Staff,fresh,97240.0,Variety,No previous drug-themed film has the honesty or originality of Gus Van Sant's drama Drugstore Cowboy.,2010-07-06,13483.0,Drugstore Cowboy
Geoff Andrew,fresh,97240.0,Time Out,"Though hardly earth-shakingly original, Van Sant's low-budget movie takes a cool, contemplative and sometimes comic look at American drug-culture.",2006-01-26,13483.0,Drugstore Cowboy
Stephen Holden,fresh,97240.0,New York Times,"The film takes us so deeply into this shabby, transient world that we feel its texture -- both its scary thrills and its bleak, fatalistic uncertainty.",2003-05-20,13483.0,Drugstore Cowboy
Roger Ebert,fresh,97240.0,Chicago Sun-Times,"The movie stars Matt Dillon, in one of the great recent American movie performances.",2000-01-01,13483.0,Drugstore Cowboy
Hal Hinson,fresh,97240.0,Washington Post,The performers make their affectlessness expressive.,2000-01-01,13483.0,Drugstore Cowboy
Desson Thomson,fresh,97240.0,Washington Post,"Ultimately it's Dillon who has the biggest score; he makes this stark trip a heady, hopeful one.",2000-01-01,13483.0,Drugstore Cowboy
Brian Lowry,none,106856.0,Variety,,2012-02-23,13534.0,Falling Down
Jonathan Rosenbaum,rotten,106856.0,Chicago Reader,"None of the characters ever rises beyond the level of his or her generic functions, and by the end the overall emptiness of the conception becomes fully apparent.",2011-07-18,13534.0,Falling Down
Richard Schickel,rotten,106856.0,TIME Magazine,"Let's face it, there is an element of truth in the character of D-FENS. But it is, finally, tabloid truth.",2011-07-18,13534.0,Falling Down
Variety Staff,fresh,106856.0,Variety,"At first comes across like a mean-spirited black comedy and then snowballs into a reasonably powerful portrait of social alienation. The tone is unremittingly dour, however.",2009-03-26,13534.0,Falling Down
David Ansen,rotten,106856.0,Newsweek,"A real artist could make something incisive or darkly hilarious out of this moral tightrope act. Schumacher, veering recklessly between social satire, kick-ass fantasy and damsel-in-distress melodrama, plays the game for opportunistic cheap thrills.",2008-03-31,13534.0,Falling Down
,fresh,106856.0,Time Out,"Sometimes funny, sometimes touching, and certainly unnerving.",2006-01-26,13534.0,Falling Down
Caryn James,fresh,106856.0,New York Times,"It turns one man's slide toward madness into a wickedly mischievous, entertaining suspense thriller.",2003-05-20,13534.0,Falling Down
Desson Thomson,fresh,106856.0,Washington Post,"Douglas's intentionally robotic -- and intense -- performance holds its own. He's scary, normal and funny all at once...",2000-01-01,13534.0,Falling Down
Hal Hinson,rotten,106856.0,Washington Post,"Unfortunately, it continues on through an uninspired series of cartoonishly brutal social insults, each one growing more lethal than the next, thereby justifying an increasingly lethal response.",2000-01-01,13534.0,Falling Down
Roger Ebert,fresh,106856.0,Chicago Sun-Times,"The film ... is actually about a great sadness which turns into madness, and which can afflict anyone who is told, after many years of hard work, that he is unnecessary and irrelevant.",2000-01-01,13534.0,Falling Down
James Berardinelli,fresh,106856.0,ReelViews,"Although it takes a number of wrong turns, Falling Down still has the power to disturb.",2000-01-01,13534.0,Falling Down
Owen Gleiberman,rotten,106856.0,Entertainment Weekly,"Falling Down is a brutally manipulative revenge fantasy, a piece of comic-strip demagoguery that teeters uneasily on the brink of satire.",1993-02-26,13534.0,Falling Down
,none,82427.0,Variety,,2009-03-26,15315.0,The Funhouse
,none,82427.0,Time Out,,2006-01-26,15315.0,The Funhouse
,none,62218.0,Variety,,2009-03-26,21072.0,Rough Night in Jericho
Geoff Andrew,none,62218.0,Time Out,,2006-02-09,21072.0,Rough Night in Jericho
Roger Ebert,rotten,62218.0,Chicago Sun-Times,,2004-10-23,21072.0,Rough Night in Jericho
,none,69280.0,Variety,,2008-07-31,16109.0,Slaughterhouse-Five
,none,69280.0,Time Out,,2006-06-24,16109.0,Slaughterhouse-Five
Vincent Canby,none,69280.0,New York Times,,2005-05-09,16109.0,Slaughterhouse-Five
,fresh,55630.0,TIME Magazine,A movie that is both a wow of a show and a masterpiece of misanthropy.,2013-03-04,17236.0,Yôjinbô
Don Druker,fresh,55630.0,Chicago Reader,"Action-packed, highly comic 1961 translation of Dashiell Hammett's Red Harvest.",2007-02-09,17236.0,Yôjinbô
Geoff Andrew,fresh,55630.0,Time Out,"If the plot sounds familiar, it's probably because Leone stole it for A Fistful of Dollars.",2006-02-09,17236.0,Yôjinbô
Roger Ebert,fresh,55630.0,Chicago Sun-Times,"Even Eastwood's Man With No Name is inspired, perhaps, by the samurai in Yojimbo.",2006-01-20,17236.0,Yôjinbô
Bosley Crowther,rotten,55630.0,New York Times,"Despite the sometime appearance of the whole thing as a forthright travesty, it does have stretches of excitement and cinematic power.",2003-05-20,17236.0,Yôjinbô
James Berardinelli,fresh,55630.0,ReelViews,"It is fair to say that, without Yojimbo, certain key aspects of Western cinema would not be the same today.",2002-10-10,17236.0,Yôjinbô
Variety Staff,fresh,55630.0,Variety,"Rousing, good story, told with vigor and visual excitement by Akira Kurosawa, and splendidly acted by Toshiro Mifune, this has ideal remake material for a Yank company.",2001-02-13,17236.0,Yôjinbô
Joshua Rothkopf,rotten,963194.0,Time Out,,2011-11-16,770676705.0,Repo! The Genetic Opera
Susan Walker,fresh,963194.0,Toronto Star,"As it has evolved from a 10-minute cabaret piece, through a short film Bousman made in Toronto, to the big screen, Repo! The Genetic Opera has gained in both guts and gusto.",2008-11-21,770676705.0,Repo! The Genetic Opera
Stephen Cole,rotten,963194.0,Globe and Mail,David Cronenberg might have made a great movie with the plot to Repo! The Genetic Opera.,2008-11-21,770676705.0,Repo! The Genetic Opera
Ray Bennett,fresh,963194.0,Hollywood Reporter,All-out thriller with few Bond touches but plenty of high-octane action.,2008-11-10,770676705.0,Repo! The Genetic Opera
Ben Mankiewicz,rotten,963194.0,At the Movies,I hated this movie.,2008-11-10,770676705.0,Repo! The Genetic Opera
Ben Lyons,rotten,963194.0,At the Movies,I don't know if words can describe just how awful and disgusting and insulting this movie was to watch.,2008-11-10,770676705.0,Repo! The Genetic Opera
Peter Rainer,rotten,963194.0,Christian Science Monitor,"Like a compost of Rocky Horror and Sweeney Todd, but without the floridity or the savage wit.",2008-11-07,770676705.0,Repo! The Genetic Opera
Kyle Smith,rotten,963194.0,New York Post,"The smudgy pall cast over everything by director Darren Lynn Bousman might work for a five-minute music video, but it quickly becomes as tiresome as the general air of bombastitude.",2008-11-07,770676705.0,Repo! The Genetic Opera
Mark Olsen,rotten,963194.0,Los Angeles Times,"The film is bad -- not good-bad, tacky-bad or fun-bad, just plain awful and nearly unwatchable.",2008-11-07,770676705.0,Repo! The Genetic Opera
Nathan Lee,rotten,963194.0,New York Times,"Darren Lynn Bousman, the director of several Saw sequels, has devised an excruciating new torture with Repo! The Genetic Opera.",2008-11-07,770676705.0,Repo! The Genetic Opera
Sean O'Neal,fresh,963194.0,AV Club,It's remarkable that none of this proves exhausting.,2008-11-07,770676705.0,Repo! The Genetic Opera
Colin Covert,rotten,963194.0,Minneapolis Star Tribune,"This goth rock opera features buckets of gore, a campy score and melodrama galore in a calculated effort to become a 21st-century Rocky Horror Picture Show. Its creative juices, however, are strictly anemic.",2008-11-06,770676705.0,Repo! The Genetic Opera
Claudia Puig,rotten,963194.0,USA Today,"Repo! might have been an SNL or MADtv skit, but as a movie, it should be repossessed by its financiers.",2008-11-06,770676705.0,Repo! The Genetic Opera
Elizabeth Weitzman,rotten,963194.0,New York Daily News,"Check out the trailer before you commit to this one; if it's for you, you'll know instantly. And if it's not, you'll know that, too.",2008-11-06,770676705.0,Repo! The Genetic Opera
Peter Travers,rotten,963194.0,Rolling Stone,"Talented actors are involved, and I will spare them by not citing their names.",2008-11-06,770676705.0,Repo! The Genetic Opera
Sean Howe,rotten,963194.0,Entertainment Weekly,"If steampunk bloodbaths aren't for you, it's a long wait for the fat lady to sing.",2008-11-05,770676705.0,Repo! The Genetic Opera
J. Hoberman,rotten,963194.0,Village Voice,"So embarrassing that, for the first time, I wanted to avert my eyes from the screen, although that might have also been because Repo! appears to have been shot with a cell phone.",2008-11-05,770676705.0,Repo! The Genetic Opera
John Anderson,none,963194.0,Variety,So over-the-top it's purple.,2008-07-24,770676705.0,Repo! The Genetic Opera
Richard Schickel,rotten,94012.0,TIME Magazine,"The crew flings itself energetically through space in search of laughs, but it will never penetrate the galaxy where Blazing Saddles and Young Frankenstein traced their giddy orbits.",2011-01-18,10223.0,Spaceballs
Pat Graham,fresh,94012.0,Chicago Reader,"The film's low-tech styling is roughly the cardboard inversion of the cinematic machines it parodies, and Brooks seems less inclined than usual to push the overkill urges too far.",2011-01-18,10223.0,Spaceballs
Variety Staff,rotten,94012.0,Variety,"Mel Brooks will do anything for a laugh. Unfortunately, what he does in Spaceballs, a misguided parody of the Star Wars adventures, isn't very funny.",2009-03-26,10223.0,Spaceballs
,rotten,94012.0,Time Out,"Typically, the best conceits end in pratfalls, and non-Brooks fans may find that the gravitational pull towards the thumpingly obvious outweighs the wit.",2006-06-24,10223.0,Spaceballs
Janet Maslin,fresh,94012.0,New York Times,"If it isn't likely to generate what Mr. Brooks himself refers to as 'Spaceballs II: The Search for More Money, neither is it anything less than gentle, harmless satire that occasionally has real bite.",2003-05-20,10223.0,Spaceballs
Roger Ebert,rotten,94012.0,Chicago Sun-Times,"How do you review a movie like this, anyway? I guess by saying whether you laughed or not. I did laugh, but not enough to recommend the film.",2000-01-01,10223.0,Spaceballs
Hal Hinson,rotten,94012.0,Washington Post,"The jokes in the films are all pretty much in the same vein -- you might call it borsch-belt postmodern -- and they're all on about the same level, too.",2000-01-01,10223.0,Spaceballs
Don Druker,fresh,48380.0,Chicago Reader,"Henry Fonda stars, as brilliant as ever.",2012-02-10,18240.0,Mister Roberts
Variety Staff,fresh,48380.0,Variety,James Cagney is simply great as the captain of the ship.,2009-03-26,18240.0,Mister Roberts
,fresh,48380.0,Time Out,The acting is the only reason to watch it.,2006-06-24,18240.0,Mister Roberts
A.H. Weiler,fresh,48380.0,New York Times,A strikingly superior entertainment.,2003-05-20,18240.0,Mister Roberts
Variety Staff,fresh,82484.0,Variety,An engaging prehistoric yarn that happily never degenerates into a club and lion skin spinoff of Star Wars and resolutely refuses to bludgeon the viewer with facile or gratuitous effects.,2009-03-26,13009.0,La guerre du feu
Derek Adams,fresh,82484.0,Time Out,Quest for Fire boldly states its claims to dance along the abyss of the ridiculous.,2006-06-24,13009.0,La guerre du feu
Roger Ebert,fresh,82484.0,Chicago Sun-Times,"These characters and their quest began to grow on me, and by the time the movie was over I cared very much about how their lives would turn out.",2004-10-23,13009.0,La guerre du feu
Janet Maslin,fresh,82484.0,New York Times,"''Quest for Fire'' is more than just a hugely enterprising science lesson, although it certainly is that. It's also a touching, funny and suspenseful drama about prehumans.",2004-08-30,13009.0,La guerre du feu
,fresh,65988.0,Variety,Might it be a serious attempt to right some unretrievable wrong via gallows humor which avoids the polemics? This seems to be the course taken; the attempt at least can be respected in theory.,2008-06-11,10302.0,Little Big Man
Geoff Andrew,none,65988.0,Time Out,,2006-06-24,10302.0,Little Big Man
Roger Ebert,fresh,65988.0,Chicago Sun-Times,An endlessly entertaining attempt to spin an epic in the form of a yarn.,2004-10-23,10302.0,Little Big Man
Vincent Canby,none,65988.0,New York Times,,2003-05-20,10302.0,Little Big Man
Dave Kehr,none,65988.0,Chicago Reader,,2000-01-01,10302.0,Little Big Man
,none,50371.0,Variety,,2008-11-06,18654.0,A Face in the Crowd
J. Hoberman,fresh,50371.0,Village Voice,A Face in the Crowd has never ceased to be relevant.,2008-02-27,18654.0,A Face in the Crowd
Geoff Andrew,rotten,50371.0,Time Out,"What starts out as a seemingly liberal tract rapidly becomes a smug, cynical exercise in misanthropy.",2006-01-26,18654.0,A Face in the Crowd
Bosley Crowther,fresh,50371.0,New York Times,This sizzling and cynical exposure... also presents Andy Griffith as the key figure in his first screen role.,2003-05-20,18654.0,A Face in the Crowd
Dave Kehr,fresh,50371.0,Chicago Reader,"Andy Griffith, as a hick radio star modeled on Arthur Godfrey, delivers an astonishing, sinister performance in Elia Kazan's 1957 essay on media demagoguery.",2000-01-01,18654.0,A Face in the Crowd
Richard Schickel,fresh,86465.0,TIME Magazine,Trading Places also makes Eddie Murphy a force to be reckoned with.,2008-04-02,12898.0,Trading Places
Dave Kehr,rotten,86465.0,Chicago Reader,This 1983 film re-creates a screwball comedy format and then eliminates everything but the crudest audience-gratification elements; any incursions into the more morally complicated side of the genre are quickly curtailed.,2008-04-02,12898.0,Trading Places
Variety Staff,fresh,86465.0,Variety,Trading Places is a light romp geared up by the schtick shifted by Dan Aykroyd and Eddie Murphy.,2008-04-02,12898.0,Trading Places
Chris Peachment,fresh,86465.0,Time Out,"As a satire on the internecine savagery of fiscal doings under late Reaganite capitalism, the movie is not as biting as it thinks it is; but it's still the best hoot since Arthur.",2006-06-24,12898.0,Trading Places
Roger Ebert,fresh,86465.0,Chicago Sun-Times,What's most visible in the movie is the engaging acting. Murphy and Aykroyd are perfect foils for each other.,2004-10-23,12898.0,Trading Places
Janet Maslin,fresh,86465.0,New York Times,[A] shrewd but very likable movie.,2004-08-30,12898.0,Trading Places
Frank Rich,rotten,79540.0,TIME Magazine,"Through it all, Murray smiles and forges ahead, but his big riffs have been edited down to frantic bursts of mugging.",2008-10-05,10622.0,Meatballs
Variety Staff,fresh,79540.0,Variety,"It's difficult to come up with a more cliche situation for a summer pic than a summer camp, where all the characters and plot turns are readily imaginable. That makes director Ivan Reitman's accomplishment all the more noteworthy.",2007-07-24,10622.0,Meatballs
Derek Adams,fresh,79540.0,Time Out,Camp counsellor Tripper (Murray) is a John Belushi clone whose 'charisma' dominates the film's standard wackiness and sentimental story (of a kid who doesn't fit).,2006-06-24,10622.0,Meatballs
Dave Kehr,fresh,79540.0,Chicago Reader,"A cheerful, if not particularly deft, summer-camp comedy.",2002-07-28,10622.0,Meatballs
Pat Graham,none,93516.0,Chicago Reader,,2004-01-10,770673472.0,Meatballs III: Summer Job
Richard Harrington,none,93516.0,Washington Post,,2000-01-01,770673472.0,Meatballs III: Summer Job
Lawrence Cohn,none,104837.0,Variety,,2009-03-26,472258956.0,Meatballs 4
,none,104837.0,Chicago Reader,,2004-01-10,472258956.0,Meatballs 4
Owen Gleiberman,none,105130.0,Entertainment Weekly,"Peter's Friends won't win over anyone looking for depth - as drama, it's pure popcorn - but the vignettes are swept along by Branagh's richly theatrical temperament and by the exuberant wit of the cast.",2011-09-07,161291075.0,Peter's Friends
Todd McCarthy,rotten,105130.0,Variety,"Many of the lines and the shadings brought to them by these expert performers are good for some laughs, and pic has plenty of energy, but it can't be taken as seriously as it wants to be.",2009-03-26,161291075.0,Peter's Friends
Derek Adams,fresh,105130.0,Time Out,"Most will guess the pay-off, but it's an amiable enterprise.",2006-02-09,161291075.0,Peter's Friends
Janet Maslin,fresh,105130.0,New York Times,"Although it addresses AIDS more directly than many films have, it remains a lightweight entertainment, enjoyable mostly for the fun of hearing arch, skillful actors deliver droll remarks.",2003-05-20,161291075.0,Peter's Friends
Roger Ebert,fresh,105130.0,Chicago Sun-Times,"If film is basically a voyeuristric medium, then one of the questions that might be asked about ""Peter's Friends"" is: Would we like to be one of these friends, and attend such a reunion ourselves? I would.",2000-01-01,161291075.0,Peter's Friends
Desson Thomson,fresh,105130.0,Washington Post,"With a smattering of one-liners, and a dash of ironic spirit, ""Peter's Friends"" is a diverting, if modest affair.",2000-01-01,161291075.0,Peter's Friends
Hal Hinson,rotten,105130.0,Washington Post,Mostly a hodgepodge of stale show-biz stereotypes mixed with the brand of schmaltzy emotionalism that can be bought off the rack of any store on Rodeo Drive.,2000-01-01,161291075.0,Peter's Friends
James Berardinelli,rotten,105130.0,ReelViews,,2000-01-01,161291075.0,Peter's Friends
Emanuel Levy,none,113416.0,Variety,,2008-06-05,13007.0,The Incredibly True Adventure of Two Girls in Love
Geoff Andrew,none,113416.0,Time Out,,2006-06-24,13007.0,The Incredibly True Adventure of Two Girls in Love
Caryn James,none,113416.0,New York Times,,2003-05-20,13007.0,The Incredibly True Adventure of Two Girls in Love
Mick LaSalle,none,113416.0,San Francisco Chronicle,,2002-06-18,13007.0,The Incredibly True Adventure of Two Girls in Love
Peter Rainer,none,113416.0,Los Angeles Times,,2001-02-13,13007.0,The Incredibly True Adventure of Two Girls in Love
Joe Brown,none,113416.0,Washington Post,,2000-01-01,13007.0,The Incredibly True Adventure of Two Girls in Love
,rotten,113416.0,USA Today,Less incredible than interminable.,2000-01-01,13007.0,The Incredibly True Adventure of Two Girls in Love
Rita Kempley,none,113416.0,Washington Post,,2000-01-01,13007.0,The Incredibly True Adventure of Two Girls in Love
Roger Ebert,fresh,113416.0,Chicago Sun-Times,"Warm-hearted, funny, and involving.",2000-01-01,13007.0,The Incredibly True Adventure of Two Girls in Love
,rotten,113416.0,Entertainment Weekly,,1995-06-16,13007.0,The Incredibly True Adventure of Two Girls in Love
Owen Gleiberman,rotten,172726.0,Entertainment Weekly,,2011-09-07,16949.0,Light It Up
Robert Koehler,none,172726.0,Variety,,2008-06-17,16949.0,Light It Up
,none,172726.0,Atlanta Journal-Constitution,,2004-02-21,16949.0,Light It Up
Jeff Strickler,none,172726.0,Minneapolis Star Tribune,,2002-11-06,16949.0,Light It Up
,rotten,172726.0,Globe and Mail,,2002-03-22,16949.0,Light It Up
,rotten,172726.0,Entertainment Weekly,,2000-06-01,16949.0,Light It Up
Jay Carr,fresh,172726.0,Boston Globe,Vanessa Williams adds marquee value as a police negotiator.,2000-01-01,16949.0,Light It Up
Lawrence Van Gelder,rotten,172726.0,New York Times,,2000-01-01,16949.0,Light It Up
Mick LaSalle,fresh,172726.0,San Francisco Chronicle,A deluge of movies is set to be released in the next three weeks. One that should not be lost in the flood is Light It Up.,2000-01-01,16949.0,Light It Up
Susan Stark,rotten,172726.0,Detroit News,,2000-01-01,16949.0,Light It Up
Rita Kempley,fresh,172726.0,Washington Post,Light It Up benefits from affecting performances from a gifted cast headed by R&B heartthrob Usher Raymond.,2000-01-01,16949.0,Light It Up
Roger Ebert,rotten,172726.0,Chicago Sun-Times,The problem is the movie is too predictable--so predictable that it keeps it from truly generating suspense.,2000-01-01,16949.0,Light It Up
Jeff Millar,fresh,172726.0,Houston Chronicle,"Strong acting, tense plot.",2000-01-01,16949.0,Light It Up
Chris Vognar,rotten,172726.0,Dallas Morning News,Painfully obvious and cliched.,2000-01-01,16949.0,Light It Up
Gary Dauphin,none,172726.0,Village Voice,,2000-01-01,16949.0,Light It Up
James Berardinelli,fresh,172726.0,ReelViews,Light It Up challenges the bureaucratic structure that condemns many children to an educational purgatory.,2000-01-01,16949.0,Light It Up
Tom Keogh,fresh,172726.0,Film.com,"Nelson, Whitaker and their talented, young co-stars give this film most of whatever juice it has.",2000-01-01,16949.0,Light It Up
Michael Wilmington,rotten,172726.0,Chicago Tribune,"Writer-director Craig Bolotin wants to get our motors racing, our minds pondering and our hearts pumping. Laudable goals; shaky results.",2000-01-01,16949.0,Light It Up
Andy Seiler,fresh,172726.0,USA Today,"Crackling dialogue, surprising intelligence and an emotional wallop.",2000-01-01,16949.0,Light It Up
Lou Lumenick,rotten,172726.0,New York Post,The dialogue is ridiculous and condescending.,2000-01-01,16949.0,Light It Up
Lisa Schwarzbaum,rotten,149691.0,Entertainment Weekly,,2011-09-07,12635.0,Anywhere But Here
Geoff Andrew,fresh,149691.0,Time Out,"Portman is excellent, balancing wisdom and petulance, loyalty and imposition...",2006-06-24,12635.0,Anywhere But Here
Emanuel Levy,rotten,149691.0,Variety,"As a depiction of a loving-turbulent relationship between a single mom (Susan Sarandon) and her rebellious teenage daughter (Natalie Portman), Wang's meller is nicely crafted but old-fashioned like Hollywood's weepies of yesteryear.",2006-01-02,12635.0,Anywhere But Here
Jeff Strickler,rotten,149691.0,Minneapolis Star Tribune,"The movie drops in on a crucial part of their lives, follows it for a few minutes and then jettisons to another episode. It's like watching 10 short stories.",2002-11-06,12635.0,Anywhere But Here
Rick Groen,rotten,149691.0,Globe and Mail,"Susan Sarandon and Natalie Portman put on an acting clinic that's a treat to watch, but, no matter how accomplished, a clinic is not a movie. They do a lot with a little, yet it's far from enough.",2002-03-19,12635.0,Anywhere But Here
Peter Travers,rotten,149691.0,Rolling Stone,You start wishing you were anywhere but here -- preferably at last year's far funnier Slums of Beverly Hills.,2001-05-11,12635.0,Anywhere But Here
,rotten,149691.0,Entertainment Weekly,,2000-06-01,12635.0,Anywhere But Here
Robert Horton,fresh,149691.0,Film.com,"Portman's terrific performance in Anywhere But Here is replete with razor's-edge emotions, a watchful stillness, and an exact physical sense of how a teenager struggles to fit into her own body.",2000-01-01,12635.0,Anywhere But Here
Kevin Maynard,fresh,149691.0,Mr. Showbiz,"It's a relief to see Portman giving a realistic, moving performance.",2000-01-01,12635.0,Anywhere But Here
Peter Rainer,rotten,149691.0,New York Magazine/Vulture,Adele and Ann don't really seem like mother and daughter; their conflicts are more a matter of theatrical convenience than something born in the blood.,2000-01-01,12635.0,Anywhere But Here
James Berardinelli,fresh,149691.0,ReelViews,"Wang affirms that he is one of a few male directors capable of bringing a film to the screen that focuses on credible, intelligent female characters.",2000-01-01,12635.0,Anywhere But Here
Roger Ebert,fresh,149691.0,At the Movies,"Sarandon bravely makes Adele into a person who is borderline insufferable. This isn't Auntie Mame, but someone with deep conflicts and inappropriate ways of addressing them. And Ann is complex, too.",2000-01-01,12635.0,Anywhere But Here
Eleanor Ringel Gillespie,fresh,149691.0,Atlanta Journal-Constitution,Both Susan Sarandon and Natalie Portman deserve to make the short list in February for breathing fresh air into an all-too-familiar mother-daughter act.,2000-01-01,12635.0,Anywhere But Here
Michael Wilmington,fresh,149691.0,Chicago Tribune,This Wayne Wang-directed movie hands Sarandon one of the richest comic-dramatic opportunities of her career -- while also confirming Portman as one of her own generation's best and brightest.,2000-01-01,12635.0,Anywhere But Here
Jeff Millar,fresh,149691.0,Houston Chronicle,"Anywhere But Here brought me to tears often, but it was not that often when something sad happened.",2000-01-01,12635.0,Anywhere But Here
Mary Elizabeth Williams,fresh,149691.0,Salon.com,"Sarandon is good, but Portman is astonishing.",2000-01-01,12635.0,Anywhere But Here
Susan Stark,fresh,149691.0,Detroit News,,2000-01-01,12635.0,Anywhere But Here
